[2025-12-03 16:51:36] Iniciando proceso de extracción de grupos y miembros...
[2025-12-03 16:51:36] Generando listado de grupos...
[2025-12-03 16:51:38] Se encontraron     1000 grupos
[2025-12-03 17:08:27] Grupo soporte.spei.karpay@spinbyoxxo.com.mx:        5 usuarios encontrados
[2025-12-03 17:08:27] Procesando grupo 822/    1000: team.seguridad@spinbyoxxo.com.mx
[2025-12-03 17:08:28] Grupo team.seguridad@spinbyoxxo.com.mx:       11 usuarios encontrados
[2025-12-03 17:08:28] Procesando grupo 823/    1000: operacionti.spei@spinbyoxxo.com.mx
[2025-12-03 17:08:29] Grupo operacionti.spei@spinbyoxxo.com.mx:       12 usuarios encontrados
[2025-12-03 17:08:29] Procesando grupo 824/    1000: mobile@spinbyoxxo.com.mx
[2025-12-03 17:08:30] Grupo mobile@spinbyoxxo.com.mx:        3 usuarios encontrados
[2025-12-03 17:08:30] Procesando grupo 825/    1000: lista-prueba-spin-pehr@spinbyoxxo.com.mx
[2025-12-03 17:08:31] Grupo lista-prueba-spin-pehr@spinbyoxxo.com.mx:        1 usuarios encontrados
[2025-12-03 17:08:31] Procesando grupo 826/    1000: ffss-spei-stage@spinbyoxxo.com.mx
[2025-12-03 17:08:32] Grupo ffss-spei-stage@spinbyoxxo.com.mx:        5 usuarios encontrados
[2025-12-03 17:08:32] Procesando grupo 827/    1000: ffss-spei-qa@spinbyoxxo.com.mx
[2025-12-03 17:08:34] Grupo ffss-spei-qa@spinbyoxxo.com.mx:        5 usuarios encontrados
[2025-12-03 17:08:34] Procesando grupo 828/    1000: ffss-spei-dev@spinbyoxxo.com.mx
[2025-12-03 17:08:35] Grupo ffss-spei-dev@spinbyoxxo.com.mx:        5 usuarios encontrados
[2025-12-03 17:08:35] Procesando grupo 829/    1000: cloud-spin-sap-qa@spinbyoxxo.com.mx
[2025-12-03 17:08:36] Grupo cloud-spin-sap-qa@spinbyoxxo.com.mx:        5 usuarios encontrados
[2025-12-03 17:08:36] Procesando grupo 830/    1000: cloud-spin-eng@spinbyoxxo.com.mx
[2025-12-03 17:08:37] Grupo cloud-spin-eng@spinbyoxxo.com.mx:        8 usuarios encontrados
[2025-12-03 17:08:37] Procesando grupo 831/    1000: virgo@spinbyoxxo.com.mx
[2025-12-03 17:08:38] Grupo virgo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:38] Procesando grupo 832/    1000: andromeda@spinbyoxxo.com.mx
[2025-12-03 17:08:39] Grupo andromeda@spinbyoxxo.com.mx:        4 usuarios encontrados
[2025-12-03 17:08:39] Procesando grupo 833/    1000: valuedriven@spinbyoxxo.com.mx
[2025-12-03 17:08:40] Grupo valuedriven@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:40] Procesando grupo 834/    1000: virgo1@spinbyoxxo.com.mx
[2025-12-03 17:08:41] Grupo virgo1@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:41] Procesando grupo 835/    1000: uxresearcchteamlsbo@spinbyoxxo.com.mx
[2025-12-03 17:08:42] Grupo uxresearcchteamlsbo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:42] Procesando grupo 836/    1000: util@spinbyoxxo.com.mx
[2025-12-03 17:08:43] Grupo util@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:43] Procesando grupo 837/    1000: unemanagement@spinbyoxxo.com.mx
[2025-12-03 17:08:44] Grupo unemanagement@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:44] Procesando grupo 838/    1000: tryout@spinbyoxxo.com.mx
[2025-12-03 17:08:45] Grupo tryout@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:45] Procesando grupo 839/    1000: transformacionspin@spinbyoxxo.com.mx
[2025-12-03 17:08:47] Grupo transformacionspin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:47] Procesando grupo 840/    1000: transferjmja@spinbyoxxo.com.mx
[2025-12-03 17:08:48] Grupo transferjmja@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:48] Procesando grupo 841/    1000: spinbyoxxotopscustomercustomerexperience@spinbyoxxo.com.mx
[2025-12-03 17:08:49] Grupo spinbyoxxotopscustomercustomerexperience@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:49] Procesando grupo 842/    1000: ti.spei@spinbyoxxo.com.mx
[2025-12-03 17:08:50] Grupo ti.spei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:50] Procesando grupo 843/    1000: text@spinbyoxxo.com.mx
[2025-12-03 17:08:51] Grupo text@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:51] Procesando grupo 844/    1000: test-data@spinbyoxxo.com.mx
[2025-12-03 17:08:52] Grupo test-data@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:52] Procesando grupo 845/    1000: test623@spinbyoxxo.com.mx
[2025-12-03 17:08:53] Grupo test623@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:53] Procesando grupo 846/    1000: test@spinbyoxxo.com.mx
[2025-12-03 17:08:54] Grupo test@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:54] Procesando grupo 847/    1000: frontend@spinbyoxxo.com.mx
[2025-12-03 17:08:55] Grupo frontend@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:55] Procesando grupo 848/    1000: teamoperacionesbackoffice@spinbyoxxo.com.mx
[2025-12-03 17:08:56] Grupo teamoperacionesbackoffice@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:56] Procesando grupo 849/    1000: teamfronendspin@spinbyoxxo.com.mx
[2025-12-03 17:08:57] Grupo teamfronendspin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:57] Procesando grupo 850/    1000: teamdiseo@spinbyoxxo.com.mx
[2025-12-03 17:08:58] Grupo teamdiseo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:58] Procesando grupo 851/    1000: teambo@spinbyoxxo.com.mx
[2025-12-03 17:08:59] Grupo teambo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:08:59] Procesando grupo 852/    1000: sprtinn@spinbyoxxo.com.mx
[2025-12-03 17:09:01] Grupo sprtinn@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:01] Procesando grupo 853/    1000: spinbyoxxo.fieldservices@spinbyoxxo.com.mx
[2025-12-03 17:09:01] Grupo spinbyoxxo.fieldservices@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:01] Procesando grupo 854/    1000: tauro@spinbyoxxo.com.mx
[2025-12-03 17:09:02] Grupo tauro@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:02] Procesando grupo 855/    1000: spinbyoxxocc@spinbyoxxo.com.mx
[2025-12-03 17:09:03] Grupo spinbyoxxocc@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:03] Procesando grupo 856/    1000: spin_si@spinbyoxxo.com.mx
[2025-12-03 17:09:04] Grupo spin_si@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:04] Procesando grupo 857/    1000: spinft.oxxo@spinbyoxxo.com.mx
[2025-12-03 17:09:05] Grupo spinft.oxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:05] Procesando grupo 858/    1000: spin_seguridad@spinbyoxxo.com.mx
[2025-12-03 17:09:06] Grupo spin_seguridad@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:06] Procesando grupo 859/    1000: spinjm@spinbyoxxo.com.mx
[2025-12-03 17:09:07] Grupo spinjm@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:07] Procesando grupo 860/    1000: spinfinanzas@spinbyoxxo.com.mx
[2025-12-03 17:09:08] Grupo spinfinanzas@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:08] Procesando grupo 861/    1000: spinfinance@spinbyoxxo.com.mx
[2025-12-03 17:09:08] Grupo spinfinance@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:08] Procesando grupo 862/    1000: spinbyoxxoplazasoxxo@spinbyoxxo.com.mx
[2025-12-03 17:09:09] Grupo spinbyoxxoplazasoxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:09] Procesando grupo 863/    1000: spindataevolution@spinbyoxxo.com.mx
[2025-12-03 17:09:10] Grupo spindataevolution@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:10] Procesando grupo 864/    1000: spinanalyticsuseandretention@spinbyoxxo.com.mx
[2025-12-03 17:09:11] Grupo spinanalyticsuseandretention@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:11] Procesando grupo 865/    1000: spinanalytics@spinbyoxxo.com.mx
[2025-12-03 17:09:12] Grupo spinanalytics@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:12] Procesando grupo 866/    1000: spin-oxxo@spinbyoxxo.com.mx
[2025-12-03 17:09:13] Grupo spin-oxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:13] Procesando grupo 867/    1000: spin-legal-tesorera@spinbyoxxo.com.mx
[2025-12-03 17:09:14] Grupo spin-legal-tesorera@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:14] Procesando grupo 868/    1000: spin-controlinternoxpertal@spinbyoxxo.com.mx
[2025-12-03 17:09:14] Grupo spin-controlinternoxpertal@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:14] Procesando grupo 869/    1000: spin-controlinternokpmg@spinbyoxxo.com.mx
[2025-12-03 17:09:15] Grupo spin-controlinternokpmg@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:15] Procesando grupo 870/    1000: spin-fiserv@spinbyoxxo.com.mx
[2025-12-03 17:09:16] Grupo spin-fiserv@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:16] Procesando grupo 871/    1000: speiseguridad@spinbyoxxo.com.mx
[2025-12-03 17:09:17] Grupo speiseguridad@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:17] Procesando grupo 872/    1000: spei@spinbyoxxo.com.mx
[2025-12-03 17:09:18] Grupo spei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:18] Procesando grupo 873/    1000: spei824@spinbyoxxo.com.mx
[2025-12-03 17:09:18] Grupo spei824@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:18] Procesando grupo 874/    1000: spei115@spinbyoxxo.com.mx
[2025-12-03 17:09:19] Grupo spei115@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:19] Procesando grupo 875/    1000: recuperaciones@spinbyoxxo.com.mx
[2025-12-03 17:09:20] Grupo recuperaciones@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:20] Procesando grupo 876/    1000: solicitudesareasnormativas@spinbyoxxo.com.mx
[2025-12-03 17:09:21] Grupo solicitudesareasnormativas@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:21] Procesando grupo 877/    1000: soportespin@spinbyoxxo.com.mx
[2025-12-03 17:09:22] Grupo soportespin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:22] Procesando grupo 878/    1000: soc-cybolt@spinbyoxxo.com.mx
[2025-12-03 17:09:23] Grupo soc-cybolt@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:23] Procesando grupo 879/    1000: smolegal@spinbyoxxo.com.mx
[2025-12-03 17:09:23] Grupo smolegal@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:23] Procesando grupo 880/    1000: soc1@spinbyoxxo.com.mx
[2025-12-03 17:09:24] Grupo soc1@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:24] Procesando grupo 881/    1000: sgsi@spinbyoxxo.com.mx
[2025-12-03 17:09:25] Grupo sgsi@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:25] Procesando grupo 882/    1000: smo@spinbyoxxo.com.mx
[2025-12-03 17:09:26] Grupo smo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:26] Procesando grupo 883/    1000: selfservicepasswordreset@spinbyoxxo.com.mx
[2025-12-03 17:09:27] Grupo selfservicepasswordreset@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:27] Procesando grupo 884/    1000: seguridad1@spinbyoxxo.com.mx
[2025-12-03 17:09:28] Grupo seguridad1@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:28] Procesando grupo 885/    1000: seguimientosmesadecontrol@spinbyoxxo.com.mx
[2025-12-03 17:09:28] Grupo seguimientosmesadecontrol@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:28] Procesando grupo 886/    1000: seguimientoplanesderemediacin@spinbyoxxo.com.mx
[2025-12-03 17:09:29] Grupo seguimientoplanesderemediacin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:29] Procesando grupo 887/    1000: seguimientoproyectoscx@spinbyoxxo.com.mx
[2025-12-03 17:09:30] Grupo seguimientoproyectoscx@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:30] Procesando grupo 888/    1000: seguimientodeactividades@spinbyoxxo.com.mx
[2025-12-03 17:09:31] Grupo seguimientodeactividades@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:31] Procesando grupo 889/    1000: seguimiento-incode@spinbyoxxo.com.mx
[2025-12-03 17:09:34] Grupo seguimiento-incode@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:34] Procesando grupo 890/    1000: screeningyat@spinbyoxxo.com.mx
[2025-12-03 17:09:35] Grupo screeningyat@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:35] Procesando grupo 891/    1000: salesmktops@spinbyoxxo.com.mx
[2025-12-03 17:09:35] Grupo salesmktops@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:35] Procesando grupo 892/    1000: sagitario@spinbyoxxo.com.mx
[2025-12-03 17:09:36] Grupo sagitario@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:36] Procesando grupo 893/    1000: rr_qa@spinbyoxxo.com.mx
[2025-12-03 17:09:37] Grupo rr_qa@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:37] Procesando grupo 894/    1000: rhspinrhdigital@spinbyoxxo.com.mx
[2025-12-03 17:09:38] Grupo rhspinrhdigital@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:38] Procesando grupo 895/    1000: rewardclientesdealtovalor@spinbyoxxo.com.mx
[2025-12-03 17:09:39] Grupo rewardclientesdealtovalor@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:39] Procesando grupo 896/    1000: revisionesautoridades@spinbyoxxo.com.mx
[2025-12-03 17:09:40] Grupo revisionesautoridades@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:40] Procesando grupo 897/    1000: reportesregulatorios@spinbyoxxo.com.mx
[2025-12-03 17:09:41] Grupo reportesregulatorios@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:41] Procesando grupo 898/    1000: reporter27@spinbyoxxo.com.mx
[2025-12-03 17:09:41] Grupo reporter27@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:41] Procesando grupo 899/    1000: revisinaclaraciones@spinbyoxxo.com.mx
[2025-12-03 17:09:42] Grupo revisinaclaraciones@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:42] Procesando grupo 900/    1000: remesas@spinbyoxxo.com.mx
[2025-12-03 17:09:43] Grupo remesas@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:43] Procesando grupo 901/    1000: r27@spinbyoxxo.com.mx
[2025-12-03 17:09:44] Grupo r27@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:44] Procesando grupo 902/    1000: pruebasteams-spin-digital@spinbyoxxo.com.mx
[2025-12-03 17:09:45] Grupo pruebasteams-spin-digital@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:45] Procesando grupo 903/    1000: qa@spinbyoxxo.com.mx
[2025-12-03 17:09:46] Grupo qa@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:46] Procesando grupo 904/    1000: qasbo@spinbyoxxo.com.mx
[2025-12-03 17:09:46] Grupo qasbo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:46] Procesando grupo 905/    1000: pruebar27@spinbyoxxo.com.mx
[2025-12-03 17:09:47] Grupo pruebar27@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:47] Procesando grupo 906/    1000: pruebaspei@spinbyoxxo.com.mx
[2025-12-03 17:09:48] Grupo pruebaspei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:48] Procesando grupo 907/    1000: prueba894@spinbyoxxo.com.mx
[2025-12-03 17:09:49] Grupo prueba894@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:49] Procesando grupo 908/    1000: prueba116@spinbyoxxo.com.mx
[2025-12-03 17:09:49] Grupo prueba116@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:49] Procesando grupo 909/    1000: pruebalegal@spinbyoxxo.com.mx
[2025-12-03 17:09:50] Grupo pruebalegal@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:50] Procesando grupo 910/    1000: proyectosairtable@spinbyoxxo.com.mx
[2025-12-03 17:09:51] Grupo proyectosairtable@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:51] Procesando grupo 911/    1000: prueba@spinbyoxxo.com.mx
[2025-12-03 17:09:52] Grupo prueba@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:52] Procesando grupo 912/    1000: proveedoresseguridaddeinformacion-spinbyoxxo@spinbyoxxo.com.mx
[2025-12-03 17:09:53] Grupo proveedoresseguridaddeinformacion-spinbyoxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:53] Procesando grupo 913/    1000: proyectoliquidacinspei@spinbyoxxo.com.mx
[2025-12-03 17:09:54] Grupo proyectoliquidacinspei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:54] Procesando grupo 914/    1000: prometeo@spinbyoxxo.com.mx
[2025-12-03 17:09:54] Grupo prometeo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:54] Procesando grupo 915/    1000: prometeos@spinbyoxxo.com.mx
[2025-12-03 17:09:55] Grupo prometeos@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:55] Procesando grupo 916/    1000: programaincentivos@spinbyoxxo.com.mx
[2025-12-03 17:09:56] Grupo programaincentivos@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:56] Procesando grupo 917/    1000: productplanning@spinbyoxxo.com.mx
[2025-12-03 17:09:57] Grupo productplanning@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:57] Procesando grupo 918/    1000: producto.spei@spinbyoxxo.com.mx
[2025-12-03 17:09:58] Grupo producto.spei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:58] Procesando grupo 919/    1000: procesosti@spinbyoxxo.com.mx
[2025-12-03 17:09:59] Grupo procesosti@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:59] Procesando grupo 920/    1000: procesorespaldosyrestauracionesspin@spinbyoxxo.com.mx
[2025-12-03 17:09:59] Grupo procesorespaldosyrestauracionesspin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:09:59] Procesando grupo 921/    1000: procesosspinbyoxxo@spinbyoxxo.com.mx
[2025-12-03 17:10:00] Grupo procesosspinbyoxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:00] Procesando grupo 922/    1000: prevenciondelavadodedineroyft@spinbyoxxo.com.mx
[2025-12-03 17:10:01] Grupo prevenciondelavadodedineroyft@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:01] Procesando grupo 923/    1000: prevencindefraudesspinpremia@spinbyoxxo.com.mx
[2025-12-03 17:10:02] Grupo prevencindefraudesspinpremia@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:02] Procesando grupo 924/    1000: prevenciondefraudes7855@spinbyoxxo.com.mx
[2025-12-03 17:10:03] Grupo prevenciondefraudes7855@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:03] Procesando grupo 925/    1000: prevencindefraudes@spinbyoxxo.com.mx
[2025-12-03 17:10:03] Grupo prevencindefraudes@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:03] Procesando grupo 926/    1000: pre-auditorasi@spinbyoxxo.com.mx
[2025-12-03 17:10:04] Grupo pre-auditorasi@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:04] Procesando grupo 927/    1000: presupuesto2024lideres@spinbyoxxo.com.mx
[2025-12-03 17:10:05] Grupo presupuesto2024lideres@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:05] Procesando grupo 928/    1000: preauditoriainiciooperaciones@spinbyoxxo.com.mx
[2025-12-03 17:10:06] Grupo preauditoriainiciooperaciones@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:06] Procesando grupo 929/    1000: pptoctubre@spinbyoxxo.com.mx
[2025-12-03 17:10:06] Grupo pptoctubre@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:06] Procesando grupo 930/    1000: pre-auditoria@spinbyoxxo.com.mx
[2025-12-03 17:10:07] Grupo pre-auditoria@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:07] Procesando grupo 931/    1000: pldft@spinbyoxxo.com.mx
[2025-12-03 17:10:08] Grupo pldft@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:08] Procesando grupo 932/    1000: pld-kycyat@spinbyoxxo.com.mx
[2025-12-03 17:10:09] Grupo pld-kycyat@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:09] Procesando grupo 933/    1000: planqaofficerjcdelvillar@spinbyoxxo.com.mx
[2025-12-03 17:10:10] Grupo planqaofficerjcdelvillar@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:10] Procesando grupo 934/    1000: plan2023@spinbyoxxo.com.mx
[2025-12-03 17:10:10] Grupo plan2023@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:10] Procesando grupo 935/    1000: plandemejorcontinua@spinbyoxxo.com.mx
[2025-12-03 17:10:11] Grupo plandemejorcontinua@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:11] Procesando grupo 936/    1000: pfaclaraciones@spinbyoxxo.com.mx
[2025-12-03 17:10:12] Grupo pfaclaraciones@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:12] Procesando grupo 937/    1000: pfmesadecontrol@spinbyoxxo.com.mx
[2025-12-03 17:10:13] Grupo pfmesadecontrol@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:13] Procesando grupo 938/    1000: pruebafraudes@spinbyoxxo.com.mx
[2025-12-03 17:10:14] Grupo pruebafraudes@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:14] Procesando grupo 939/    1000: pendientesequipo@spinbyoxxo.com.mx
[2025-12-03 17:10:15] Grupo pendientesequipo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:15] Procesando grupo 940/    1000: perseo@spinbyoxxo.com.mx
[2025-12-03 17:10:15] Grupo perseo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:15] Procesando grupo 941/    1000: pendientes@spinbyoxxo.com.mx
[2025-12-03 17:10:16] Grupo pendientes@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:16] Procesando grupo 942/    1000: pci-dss@spinbyoxxo.com.mx
[2025-12-03 17:10:17] Grupo pci-dss@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:17] Procesando grupo 943/    1000: payment@spinbyoxxo.com.mx
[2025-12-03 17:10:18] Grupo payment@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:18] Procesando grupo 944/    1000: pamm@spinbyoxxo.com.mx
[2025-12-03 17:10:19] Grupo pamm@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:19] Procesando grupo 945/    1000: paloit@spinbyoxxo.com.mx
[2025-12-03 17:10:19] Grupo paloit@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:19] Procesando grupo 946/    1000: pagosspin@spinbyoxxo.com.mx
[2025-12-03 17:10:20] Grupo pagosspin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:20] Procesando grupo 947/    1000: padrnproveedorescnbv@spinbyoxxo.com.mx
[2025-12-03 17:10:21] Grupo padrnproveedorescnbv@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:21] Procesando grupo 948/    1000: padrondeproveedoresoxxofintech@spinbyoxxo.com.mx
[2025-12-03 17:10:22] Grupo padrondeproveedoresoxxofintech@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:22] Procesando grupo 949/    1000: oxxo-spinbyoxxo@spinbyoxxo.com.mx
[2025-12-03 17:10:23] Grupo oxxo-spinbyoxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:23] Procesando grupo 950/    1000: padrndeproveedorescnbv@spinbyoxxo.com.mx
[2025-12-03 17:10:23] Grupo padrndeproveedorescnbv@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:23] Procesando grupo 951/    1000: orion@spinbyoxxo.com.mx
[2025-12-03 17:10:24] Grupo orion@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:24] Procesando grupo 952/    1000: ops_spei@spinbyoxxo.com.mx
[2025-12-03 17:10:25] Grupo ops_spei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:25] Procesando grupo 953/    1000: operacionesspeipartdirecto-tesorera@spinbyoxxo.com.mx
[2025-12-03 17:10:26] Grupo operacionesspeipartdirecto-tesorera@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:26] Procesando grupo 954/    1000: operadoresspei@spinbyoxxo.com.mx
[2025-12-03 17:10:27] Grupo operadoresspei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:27] Procesando grupo 955/    1000: operacionesspei@spinbyoxxo.com.mx
[2025-12-03 17:10:27] Grupo operacionesspei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:27] Procesando grupo 956/    1000: operacionesbackoffice_spei_participante_directo@spinbyoxxo.com.mx
[2025-12-03 17:10:28] Grupo operacionesbackoffice_spei_participante_directo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:28] Procesando grupo 957/    1000: operacionesbackoffice@spinbyoxxo.com.mx
[2025-12-03 17:10:29] Grupo operacionesbackoffice@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:29] Procesando grupo 958/    1000: spei.backoffice1@spinbyoxxo.com.mx
[2025-12-03 17:10:30] Grupo spei.backoffice1@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:30] Procesando grupo 959/    1000: operacinymonitoreo@spinbyoxxo.com.mx
[2025-12-03 17:10:31] Grupo operacinymonitoreo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:31] Procesando grupo 960/    1000: okrsfinanzas-arnulfo@spinbyoxxo.com.mx
[2025-12-03 17:10:31] Grupo okrsfinanzas-arnulfo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:31] Procesando grupo 961/    1000: omnichannel@spinbyoxxo.com.mx
[2025-12-03 17:10:32] Grupo omnichannel@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:32] Procesando grupo 962/    1000: okrs@spinbyoxxo.com.mx
[2025-12-03 17:10:33] Grupo okrs@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:33] Procesando grupo 963/    1000: okrstemplate@spinbyoxxo.com.mx
[2025-12-03 17:10:34] Grupo okrstemplate@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:34] Procesando grupo 964/    1000: observacionescnbv-proveedoresregulados@spinbyoxxo.com.mx
[2025-12-03 17:10:35] Grupo observacionescnbv-proveedoresregulados@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:35] Procesando grupo 965/    1000: myp@spinbyoxxo.com.mx
[2025-12-03 17:10:35] Grupo myp@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:35] Procesando grupo 966/    1000: myplan@spinbyoxxo.com.mx
